date (International) Month,date (International) Week,date (International) Year,current (Domestic),current (International),Total Flights,Weekly Total Flights
Jan,Week 2,2019,24117,4636,28753,203187
Jan,Week 2,2019,25652,4383,30035,203187
Jan,Week 2,2019,25227,4065,29292,203187
Jan,Week 2,2019,25746,4153,29899,203187
Jan,Week 2,2019,26678,4308,30986,203187
Jan,Week 2,2019,26142,4383,30525,203187
Jan,Week 2,2019,19078,4619,23697,203187
Jan,Week 3,2019,22374,4361,26735,198507
Jan,Week 3,2019,25143,4200,29343,198507
Jan,Week 3,2019,24941,3914,28855,198507
Jan,Week 3,2019,25572,4103,29675,198507
Jan,Week 3,2019,26933,4314,31247,198507
Jan,Week 3,2019,26494,4394,30888,198507
Jan,Week 3,2019,17378,4386,21764,198507
Jan,Week 4,2019,19648,4117,23765,195397
Jan,Week 4,2019,24720,4161,28881,195397
Jan,Week 4,2019,24154,3832,27986,195397
Jan,Week 4,2019,25355,3963,29318,195397
Jan,Week 4,2019,26471,4172,30643,195397
Jan,Week 4,2019,26372,4338,30710,195397
Jan,Week 4,2019,19536,4558,24094,195397
Jan,Week 5,2019,23153,4308,27461,193211
Jan,Week 5,2019,23782,3946,27728,193211
Jan,Week 5,2019,24144,3710,27854,193211
Jan,Week 5,2019,23283,3835,27118,193211
Jan,Week 5,2019,25006,4038,29044,193211
Feb,Week 5,2019,26168,4233,30401,193211
Feb,Week 5,2019,19089,4516,23605,193211
Feb,Week 6,2019,20933,4223,25156,197414
Feb,Week 6,2019,25576,4073,29649,197414
Feb,Week 6,2019,24743,3785,28528,197414
Feb,Week 6,2019,25547,3801,29348,197414
Feb,Week 6,2019,26376,4108,30484,197414
Feb,Week 6,2019,26198,4229,30427,197414
Feb,Week 6,2019,19304,4518,23822,197414
Feb,Week 7,2019,22862,4275,27137,200801
Feb,Week 7,2019,24601,4083,28684,200801
Feb,Week 7,2019,23259,3481,26740,200801
Feb,Week 7,2019,26023,3817,29840,200801
Feb,Week 7,2019,27474,4263,31737,200801
Feb,Week 7,2019,27255,4432,31687,200801
Feb,Week 7,2019,20240,4736,24976,200801
Feb,Week 8,2019,21455,4341,25796,203181
Feb,Week 8,2019,25865,4243,30108,203181
Feb,Week 8,2019,26571,4044,30615,203181
Feb,Week 8,2019,24907,4003,28910,203181
Feb,Week 8,2019,26939,4306,31245,203181
Feb,Week 8,2019,26843,4455,31298,203181
Feb,Week 8,2019,20434,4775,25209,203181
Feb,Week 9,2019,23134,4387,27521,207143
Feb,Week 9,2019,24898,4243,29141,207143
Feb,Week 9,2019,26183,4087,30270,207143
Feb,Week 9,2019,26758,4134,30892,207143
Feb,Week 9,2019,27532,4379,31911,207143
Mar,Week 9,2019,27107,4463,31570,207143
Mar,Week 9,2019,21050,4788,25838,207143
Mar,Week 10,2019,23879,4450,28329,212717
Mar,Week 10,2019,25747,4286,30033,212717
Mar,Week 10,2019,26730,4159,30889,212717
Mar,Week 10,2019,27124,4234,31358,212717
Mar,Week 10,2019,28138,4443,32581,212717
Mar,Week 10,2019,27791,4528,32319,212717
Mar,Week 10,2019,22306,4902,27208,212717
Mar,Week 11,2019,25167,4588,29755,214242
Mar,Week 11,2019,26867,4428,31295,214242
Mar,Week 11,2019,27277,4208,31485,214242
Mar,Week 11,2019,25927,4257,30184,214242
Mar,Week 11,2019,27454,4408,31862,214242
Mar,Week 11,2019,27852,4469,32321,214242
Mar,Week 11,2019,22451,4889,27340,214242
Mar,Week 12,2019,25339,4510,29849,216151
Mar,Week 12,2019,26711,4350,31061,216151
Mar,Week 12,2019,27227,4123,31350,216151
Mar,Week 12,2019,27616,4300,31916,216151
Mar,Week 12,2019,28175,4419,32594,216151
Mar,Week 12,2019,27725,4407,32132,216151
Mar,Week 12,2019,22415,4834,27249,216151
Mar,Week 13,2019,25429,4532,29961,216487
Mar,Week 13,2019,26800,4404,31204,216487
Mar,Week 13,2019,27219,4150,31369,216487
Mar,Week 13,2019,27560,4347,31907,216487
Mar,Week 13,2019,28209,4448,32657,216487
Mar,Week 13,2019,27648,4517,32165,216487
Mar,Week 13,2019,22324,4900,27224,216487
Mar,Week 14,2019,25349,4619,29968,215659
Apr,Week 14,2019,26610,4404,31014,215659
Apr,Week 14,2019,27079,4181,31260,215659
Apr,Week 14,2019,27441,4336,31777,215659
Apr,Week 14,2019,28239,4457,32696,215659
Apr,Week 14,2019,27849,4481,32330,215659
Apr,Week 14,2019,21810,4804,26614,215659
Apr,Week 15,2019,25141,4530,29671,213888
Apr,Week 15,2019,26780,4306,31086,213888
Apr,Week 15,2019,27304,4146,31450,213888
Apr,Week 15,2019,26913,4270,31183,213888
Apr,Week 15,2019,27742,4397,32139,213888
Apr,Week 15,2019,28013,4508,32521,213888
Apr,Week 15,2019,21071,4767,25838,213888
Apr,Week 16,2019,23903,4434,28337,211368
Apr,Week 16,2019,26587,4311,30898,211368
Apr,Week 16,2019,27230,4158,31388,211368
Apr,Week 16,2019,27478,4329,31807,211368
Apr,Week 16,2019,28399,4455,32854,211368
Apr,Week 16,2019,26066,4394,30460,211368
Apr,Week 16,2019,20821,4803,25624,211368
Apr,Week 17,2019,24243,4536,28779,213875
Apr,Week 17,2019,27302,4337,31639,213875
Apr,Week 17,2019,27243,4222,31465,213875
Apr,Week 17,2019,27463,4344,31807,213875
Apr,Week 17,2019,28407,4430,32837,213875
Apr,Week 17,2019,27367,4411,31778,213875
Apr,Week 17,2019,20806,4764,25570,213875
Apr,Week 18,2019,25354,4506,29860,215202
Apr,Week 18,2019,26922,4320,31242,215202
Apr,Week 18,2019,26838,4143,30981,215202
May,Week 18,2019,27587,4247,31834,215202
May,Week 18,2019,28613,4313,32926,215202
May,Week 18,2019,27852,4348,32200,215202
May,Week 18,2019,21515,4644,26159,215202
May,Week 19,2019,25615,4414,30029,216075
May,Week 19,2019,27210,4302,31512,216075
May,Week 19,2019,27480,4145,31625,216075
May,Week 19,2019,27475,4249,31724,216075
May,Week 19,2019,28463,4354,32817,216075
May,Week 19,2019,28251,4401,32652,216075
May,Week 19,2019,21105,4611,25716,216075
May,Week 20,2019,24606,4394,29000,216586
May,Week 20,2019,27296,4285,31581,216586
May,Week 20,2019,27614,4207,31821,216586
May,Week 20,2019,28057,4293,32350,216586
May,Week 20,2019,28868,4416,33284,216586
May,Week 20,2019,28461,4410,32871,216586
May,Week 20,2019,21030,4649,25679,216586
May,Week 21,2019,25395,4429,29824,217216
May,Week 21,2019,27181,4313,31494,217216
May,Week 21,2019,27390,4202,31592,217216
May,Week 21,2019,28143,4309,32452,217216
May,Week 21,2019,28691,4433,33124,217216
May,Week 21,2019,28533,4473,33006,217216
May,Week 21,2019,21039,4685,25724,217216
May,Week 22,2019,21212,4390,25602,208566
May,Week 22,2019,24998,4329,29327,208566
May,Week 22,2019,26472,4192,30664,208566
May,Week 22,2019,26819,4204,31023,208566
May,Week 22,2019,28392,4413,32805,208566
May,Week 22,2019,28142,4486,32628,208566
Jun,Week 22,2019,21805,4712,26517,208566
Jun,Week 23,2019,25209,4479,29688,220332
Jun,Week 23,2019,27254,4371,31625,220332
Jun,Week 23,2019,27721,4296,32017,220332
Jun,Week 23,2019,27971,4344,32315,220332
Jun,Week 23,2019,29008,4613,33621,220332
Jun,Week 23,2019,28643,4661,33304,220332
Jun,Week 23,2019,22821,4941,27762,220332
Jun,Week 24,2019,25330,4656,29986,224603
Jun,Week 24,2019,27342,4537,31879,224603
Jun,Week 24,2019,28567,4496,33063,224603
Jun,Week 24,2019,28924,4570,33494,224603
Jun,Week 24,2019,29503,4645,34148,224603
Jun,Week 24,2019,28994,4686,33680,224603
Jun,Week 24,2019,23351,5002,28353,224603
Jun,Week 25,2019,25620,4695,30315,224091
Jun,Week 25,2019,27636,4583,32219,224091
Jun,Week 25,2019,28338,4492,32830,224091
Jun,Week 25,2019,28551,4618,33169,224091
Jun,Week 25,2019,28837,4632,33469,224091
Jun,Week 25,2019,28909,4750,33659,224091
Jun,Week 25,2019,23343,5087,28430,224091
Jun,Week 26,2019,26111,4760,30871,227514
Jun,Week 26,2019,27966,4639,32605,227514
Jun,Week 26,2019,28695,4566,33261,227514
Jun,Week 26,2019,29317,4659,33976,227514
Jun,Week 26,2019,29649,4726,34375,227514
Jun,Week 26,2019,29117,4730,33847,227514
Jun,Week 26,2019,23601,4978,28579,227514
Jun,Week 27,2019,25280,4754,30034,203731
Jul,Week 27,2019,25917,4642,30559,203731
Jul,Week 27,2019,26630,4576,31206,203731
Jul,Week 27,2019,26614,4675,31289,203731
Jul,Week 27,2019,20159,4626,24785,203731
Jul,Week 27,2019,23355,4663,28018,203731
Jul,Week 27,2019,22840,5000,27840,203731
Jul,Week 28,2019,26861,4842,31703,227163
Jul,Week 28,2019,28406,4672,33078,227163
Jul,Week 28,2019,28787,4639,33426,227163
Jul,Week 28,2019,28978,4670,33648,227163
Jul,Week 28,2019,28290,4620,32910,227163
Jul,Week 28,2019,29073,4766,33839,227163
Jul,Week 28,2019,23450,5109,28559,227163
Jul,Week 29,2019,26653,4848,31501,227661
Jul,Week 29,2019,28285,4673,32958,227661
Jul,Week 29,2019,28885,4622,33507,227661
Jul,Week 29,2019,28682,4574,33256,227661
Jul,Week 29,2019,28773,4671,33444,227661
Jul,Week 29,2019,29208,4780,33988,227661
Jul,Week 29,2019,23865,5142,29007,227661
Jul,Week 30,2019,26517,4791,31308,228041
Jul,Week 30,2019,27541,4571,32112,228041
Jul,Week 30,2019,28802,4587,33389,228041
Jul,Week 30,2019,29340,4665,34005,228041
Jul,Week 30,2019,29665,4733,34398,228041
Jul,Week 30,2019,29105,4794,33899,228041
Jul,Week 30,2019,23773,5157,28930,228041
Jul,Week 31,2019,26755,4844,31599,227161
Jul,Week 31,2019,27873,4658,32531,227161
Jul,Week 31,2019,28767,4594,33361,227161
Jul,Week 31,2019,28308,4570,32878,227161
Aug,Week 31,2019,29399,4728,34127,227161
Aug,Week 31,2019,28930,4736,33666,227161
Aug,Week 31,2019,23865,5134,28999,227161
Aug,Week 32,2019,26791,4833,31624,226319
Aug,Week 32,2019,28337,4670,33007,226319
Aug,Week 32,2019,28660,4549,33209,226319
Aug,Week 32,2019,27821,4468,32289,226319
Aug,Week 32,2019,29244,4630,33874,226319
Aug,Week 32,2019,29076,4737,33813,226319
Aug,Week 32,2019,23453,5050,28503,226319
Aug,Week 33,2019,26717,4804,31521,225728
Aug,Week 33,2019,27871,4655,32526,225728
Aug,Week 33,2019,28491,4532,33023,225728
Aug,Week 33,2019,28796,4600,33396,225728
Aug,Week 33,2019,29182,4632,33814,225728
Aug,Week 33,2019,28812,4704,33516,225728
Aug,Week 33,2019,22968,4964,27932,225728
Aug,Week 34,2019,25609,4654,30263,219678
Aug,Week 34,2019,27553,4563,32116,219678
Aug,Week 34,2019,27193,4278,31471,219678
Aug,Week 34,2019,27969,4315,32284,219678
Aug,Week 34,2019,29124,4405,33529,219678
Aug,Week 34,2019,28606,4493,33099,219678
Aug,Week 34,2019,22313,4603,26916,219678
Aug,Week 35,2019,26163,4484,30647,218785
Aug,Week 35,2019,27572,4413,31985,218785
Aug,Week 35,2019,27558,4276,31834,218785
Aug,Week 35,2019,28185,4311,32496,218785
Aug,Week 35,2019,29224,4457,33681,218785
Aug,Week 35,2019,28665,4476,33141,218785
Aug,Week 35,2019,20525,4476,25001,218785
Sep,Week 36,2019,20318,4181,24499,199406
Sep,Week 36,2019,24641,3947,28588,199406
Sep,Week 36,2019,24625,3809,28434,199406
Sep,Week 36,2019,26181,4024,30205,199406
Sep,Week 36,2019,27229,4140,31369,199406
Sep,Week 36,2019,26960,4167,31127,199406
Sep,Week 36,2019,20955,4229,25184,199406
Sep,Week 37,2019,25726,4190,29916,214544
Sep,Week 37,2019,27095,4033,31128,214544
Sep,Week 37,2019,27378,3909,31287,214544
Sep,Week 37,2019,27526,4004,31530,214544
Sep,Week 37,2019,28588,4185,32773,214544
Sep,Week 37,2019,28257,4190,32447,214544
Sep,Week 37,2019,21216,4247,25463,214544
Sep,Week 38,2019,25854,4174,30028,213857
Sep,Week 38,2019,27205,4095,31300,213857
Sep,Week 38,2019,27294,3929,31223,213857
Sep,Week 38,2019,27660,3997,31657,213857
Sep,Week 38,2019,27748,3962,31710,213857
Sep,Week 38,2019,28234,4078,32312,213857
Sep,Week 38,2019,21459,4168,25627,213857
Sep,Week 39,2019,26083,4158,30241,214291
Sep,Week 39,2019,27156,4053,31209,214291
Sep,Week 39,2019,27131,3843,30974,214291
Sep,Week 39,2019,27650,4013,31663,214291
Sep,Week 39,2019,28953,4137,33090,214291
Sep,Week 39,2019,27414,4116,31530,214291
Sep,Week 39,2019,21390,4194,25584,214291
Sep,Week 40,2019,25763,4139,29902,215725
Sep,Week 40,2019,27191,4035,31226,215725
Oct,Week 40,2019,27258,3836,31094,215725
Oct,Week 40,2019,27780,4016,31796,215725
Oct,Week 40,2019,28965,4121,33086,215725
Oct,Week 40,2019,28528,4164,32692,215725
Oct,Week 40,2019,21720,4209,25929,215725
Oct,Week 41,2019,26136,4196,30332,216838
Oct,Week 41,2019,27299,4079,31378,216838
Oct,Week 41,2019,27502,3912,31414,216838
Oct,Week 41,2019,27871,4026,31897,216838
Oct,Week 41,2019,28875,4157,33032,216838
Oct,Week 41,2019,28500,4135,32635,216838
Oct,Week 41,2019,22015,4135,26150,216838
Oct,Week 42,2019,26248,4118,30366,218049
Oct,Week 42,2019,27761,4106,31867,218049
Oct,Week 42,2019,27791,3915,31706,218049
Oct,Week 42,2019,28140,4012,32152,218049
Oct,Week 42,2019,28775,4108,32883,218049
Oct,Week 42,2019,28735,4187,32922,218049
Oct,Week 42,2019,21917,4236,26153,218049
Oct,Week 43,2019,26236,4162,30398,216661
Oct,Week 43,2019,27401,4095,31496,216661
Oct,Week 43,2019,27785,3875,31660,216661
Oct,Week 43,2019,28058,3975,32033,216661
Oct,Week 43,2019,28823,4109,32932,216661
Oct,Week 43,2019,28438,4152,32590,216661
Oct,Week 43,2019,21404,4148,25552,216661
Oct,Week 44,2019,25408,4073,29481,204444
Oct,Week 44,2019,26433,3912,30345,204444
Oct,Week 44,2019,26249,3697,29946,204444
Oct,Week 44,2019,26496,3858,30354,204444
Oct,Week 44,2019,24273,3854,28127,204444
Nov,Week 44,2019,26721,3979,30700,204444
Nov,Week 44,2019,21293,4198,25491,204444
Nov,Week 45,2019,25768,4101,29869,213712
Nov,Week 45,2019,27204,3911,31115,213712
Nov,Week 45,2019,26805,3675,30480,213712
Nov,Week 45,2019,27317,3806,31123,213712
Nov,Week 45,2019,28918,3919,32837,213712
Nov,Week 45,2019,28521,4012,32533,213712
Nov,Week 45,2019,21499,4256,25755,213712
Nov,Week 46,2019,25831,4063,29894,213525
Nov,Week 46,2019,25798,3810,29608,213525
Nov,Week 46,2019,27301,3716,31017,213525
Nov,Week 46,2019,27922,3898,31820,213525
Nov,Week 46,2019,28855,4021,32876,213525
Nov,Week 46,2019,28548,4091,32639,213525
Nov,Week 46,2019,21419,4252,25671,213525
Nov,Week 47,2019,25892,4061,29953,218029
Nov,Week 47,2019,27408,3978,31386,218029
Nov,Week 47,2019,27594,3748,31342,218029
Nov,Week 47,2019,28022,3920,31942,218029
Nov,Week 47,2019,28778,4107,32885,218029
Nov,Week 47,2019,28773,4159,32932,218029
Nov,Week 47,2019,23235,4354,27589,218029
Nov,Week 48,2019,25256,4100,29356,198154
Nov,Week 48,2019,26069,3886,29955,198154
Nov,Week 48,2019,28039,3780,31819,198154
Nov,Week 48,2019,29071,3912,32983,198154
Nov,Week 48,2019,15732,3446,19178,198154
Nov,Week 48,2019,20388,3581,23969,198154
Nov,Week 48,2019,26570,4324,30894,198154
Dec,Week 49,2019,28053,4056,32109,217466
Dec,Week 49,2019,27459,3949,31408,217466
Dec,Week 49,2019,27761,3861,31622,217466
Dec,Week 49,2019,27862,3927,31789,217466
Dec,Week 49,2019,29122,4072,33194,217466
Dec,Week 49,2019,28211,4050,32261,217466
Dec,Week 49,2019,20720,4363,25083,217466
Dec,Week 50,2019,25369,4170,29539,214364
Dec,Week 50,2019,26785,4010,30795,214364
Dec,Week 50,2019,27303,3808,31111,214364
Dec,Week 50,2019,27880,3925,31805,214364
Dec,Week 50,2019,29134,4120,33254,214364
Dec,Week 50,2019,28411,4145,32556,214364
Dec,Week 50,2019,20925,4379,25304,214364
Dec,Week 51,2019,25080,4197,29277,222925
Dec,Week 51,2019,26792,4077,30869,222925
Dec,Week 51,2019,26948,3956,30904,222925
Dec,Week 51,2019,28197,4156,32353,222925
Dec,Week 51,2019,29419,4476,33895,222925
Dec,Week 51,2019,29447,4537,33984,222925
Dec,Week 51,2019,26631,5012,31643,222925
Dec,Week 52,2019,26907,4662,31569,208547
Dec,Week 52,2019,27514,4516,32030,208547
Dec,Week 52,2019,22554,4036,26590,208547
Dec,Week 52,2019,19751,3947,23698,208547
Dec,Week 52,2019,27817,4504,32321,208547
Dec,Week 52,2019,27861,4563,32424,208547
Dec,Week 52,2019,24966,4949,29915,208547
Jan,Week 2,2020,25662,4703,30365,207280
Jan,Week 2,2020,26580,4366,30946,207280
Jan,Week 2,2020,25643,4025,29668,207280
Jan,Week 2,2020,26350,4127,30477,207280
Jan,Week 2,2020,27649,4170,31819,207280
Jan,Week 2,2020,26394,4194,30588,207280
Jan,Week 2,2020,18945,4472,23417,207280
Jan,Week 3,2020,24565,4166,28731,204001
Jan,Week 3,2020,25921,4045,29966,204001
Jan,Week 3,2020,25675,3793,29468,204001
Jan,Week 3,2020,26423,3955,30378,204001
Jan,Week 3,2020,27648,4101,31749,204001
Jan,Week 3,2020,26086,4163,30249,204001
Jan,Week 3,2020,19122,4338,23460,204001
Jan,Week 4,2020,22271,4150,26421,203842
Jan,Week 4,2020,26133,4074,30207,203842
Jan,Week 4,2020,25749,3760,29509,203842
Jan,Week 4,2020,26357,3921,30278,203842
Jan,Week 4,2020,27659,4076,31735,203842
Jan,Week 4,2020,27029,4131,31160,203842
Jan,Week 4,2020,20116,4416,24532,203842
Jan,Week 5,2020,24713,4190,28903,206354
Jan,Week 5,2020,26037,3998,30035,206354
Jan,Week 5,2020,25776,3665,29441,206354
Jan,Week 5,2020,26344,3883,30227,206354
Jan,Week 5,2020,27848,4075,31923,206354
Jan,Week 5,2020,27326,4150,31476,206354
Feb,Week 5,2020,19950,4399,24349,206354
Feb,Week 6,2020,23223,4100,27323,202285
Feb,Week 6,2020,26385,3963,30348,202285
Feb,Week 6,2020,25728,3604,29332,202285
Feb,Week 6,2020,26088,3818,29906,202285
Feb,Week 6,2020,26800,3910,30710,202285
Feb,Week 6,2020,26262,3915,30177,202285
Feb,Week 6,2020,20189,4300,24489,202285
Feb,Week 7,2020,24180,3970,28150,208741
Feb,Week 7,2020,26206,3871,30077,208741
Feb,Week 7,2020,25835,3647,29482,208741
Feb,Week 7,2020,26717,3841,30558,208741
Feb,Week 7,2020,28266,4002,32268,208741
Feb,Week 7,2020,28150,4181,32331,208741
Feb,Week 7,2020,21321,4554,25875,208741
Feb,Week 8,2020,23373,4167,27540,211826
Feb,Week 8,2020,27008,4067,31075,211826
Feb,Week 8,2020,27369,3793,31162,211826
Feb,Week 8,2020,27636,3966,31602,211826
Feb,Week 8,2020,28062,4105,32167,211826
Feb,Week 8,2020,27777,4161,31938,211826
Feb,Week 8,2020,21741,4601,26342,211826
Feb,Week 9,2020,25466,4247,29713,213711
Feb,Week 9,2020,26894,4069,30963,213711
Feb,Week 9,2020,27188,3847,31035,213711
Feb,Week 9,2020,27558,3950,31508,213711
Feb,Week 9,2020,28249,3952,32201,213711
Feb,Week 9,2020,27927,4177,32104,213711
Feb,Week 9,2020,21617,4570,26187,213711
Mar,Week 10,2020,25436,4253,29689,215990
Mar,Week 10,2020,26999,4077,31076,215990
Mar,Week 10,2020,27195,3892,31087,215990
Mar,Week 10,2020,27658,4003,31661,215990
Mar,Week 10,2020,28446,4157,32603,215990
Mar,Week 10,2020,28206,4248,32454,215990
Mar,Week 10,2020,22723,4697,27420,215990
Mar,Week 11,2020,25778,4293,30071,218346
Mar,Week 11,2020,27268,4059,31327,218346
Mar,Week 11,2020,27414,3912,31326,218346
Mar,Week 11,2020,27865,4004,31869,218346
Mar,Week 11,2020,29065,4124,33189,218346
Mar,Week 11,2020,28541,4161,32702,218346
Mar,Week 11,2020,23342,4520,27862,218346
Mar,Week 12,2020,25943,4019,29962,194037
Mar,Week 12,2020,27234,3600,30834,194037
